article_id,model,strategy,is_valid,syntax_errors,precision,recall,f1_score,true_positives,false_positives,false_negatives,tp_core,fp_core,fn_core,precision_core,recall_core,f1_score_core,tp_policy_char,fp_policy_char,fn_policy_char,precision_policy_char,recall_policy_char,f1_score_policy_char,tp_compliance_char,fp_compliance_char,fn_compliance_char,precision_compliance_char,recall_compliance_char,f1_score_compliance_char,tp_actor,fp_actor,fn_actor,precision_actor,recall_actor,f1_score_actor,tp_other,fp_other,fn_other,precision_other,recall_other,f1_score_other,tp_time,fp_time,fn_time,precision_time,recall_time,f1_score_time,property_precision,property_recall,property_f1_score,property_true_positives,property_false_positives,property_false_negatives,property_diversity,class_precision,class_recall,class_f1_score,class_true_positives,class_false_positives,class_false_negatives,entity_precision,entity_recall,entity_f1_score,entity_true_positives,entity_false_positives,entity_false_negatives,ontology_consistency_score,constraint_violations,constraint_violations_by_type,ontology_conforms,ground_truth_triple_count,rel_contains_instrument_precision_contains_instrument,rel_contains_instrument_recall_contains_instrument,rel_contains_instrument_f1_score_contains_instrument,rel_contains_instrument_true_positives_contains_instrument,rel_contains_instrument_false_positives_contains_instrument,rel_contains_instrument_false_negatives_contains_instrument,rel_contains_objective_precision_contains_objective,rel_contains_objective_recall_contains_objective,rel_contains_objective_f1_score_contains_objective,rel_contains_objective_true_positives_contains_objective,rel_contains_objective_false_positives_contains_objective,rel_contains_objective_false_negatives_contains_objective,rel_contains_monitoring_form_precision_contains_monitoring_form,rel_contains_monitoring_form_recall_contains_monitoring_form,rel_contains_monitoring_form_f1_score_contains_monitoring_form,rel_contains_monitoring_form_true_positives_contains_monitoring_form,rel_contains_monitoring_form_false_positives_contains_monitoring_form,rel_contains_monitoring_form_false_negatives_contains_monitoring_form,rel_contains_sanctioning_form_precision_contains_sanctioning_form,rel_contains_sanctioning_form_recall_contains_sanctioning_form,rel_contains_sanctioning_form_f1_score_contains_sanctioning_form,rel_contains_sanctioning_form_true_positives_contains_sanctioning_form,rel_contains_sanctioning_form_false_positives_contains_sanctioning_form,rel_contains_sanctioning_form_false_negatives_contains_sanctioning_form,rel_addresses_precision_addresses,rel_addresses_recall_addresses,rel_addresses_f1_score_addresses,rel_addresses_true_positives_addresses,rel_addresses_false_positives_addresses,rel_addresses_false_negatives_addresses,triple_count,file_size,cleaned,fixed_jsonld,file_name,syntax_error_message,file_path
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,qwen2.5:32b,few-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5624,False,False,32012L0027_qwen2.5:32b_few-shot_20250421_020517.ttl,"at line 12 of <>:
Bad syntax (']' expected) at ^ in:
""...b'1/ec shall not be considered as refurbishment.""^^xsd:string '^b'.\n        ] ;\n    ],\n    [\n        a pol:DirectiveSection ;\n'...""",experiment-1/results/EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14/32012L0027_qwen2.5:32b_few-shot_20250421_020517.ttl
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,qwen2.5:32b,one-shot,True,0,0.0,0.0,0.0,0,21,18,0,3,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,0,18,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.08333333333333333,0.2,0.11764705882352941,1,11,4,12,0.0,0.0,0.0,0,19,4,0.0,0.0,0.0,0,9,6,1.0,0,{},True,18,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18,4543,False,False,32012L0027_qwen2.5:32b_one-shot_20250421_020405.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,qwen2.5-coder:32b,zero-shot,False,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11069,False,False,32012L0027_qwen2.5-coder:32b_zero-shot_20250421_141500.ttl,"at line 67 of <>:
Bad syntax (expected directive or statement) at ^ in:
""...b'ommission within three months of the date of taking it."" .\n\n'^b'.\n.\n.\n\npol:Paragraph_2 a pol:Paragraph ;\n    pol:hasContent '...""",experiment-1/results/EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14/32012L0027_qwen2.5-coder:32b_zero-shot_20250421_141500.ttl
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,qwen2.5-coder:32b,few-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,qwen2.5-coder:32b,one-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,o3-mini-2025-01-31,zero-shot,True,0,0.047619047619047616,0.3333333333333333,0.08333333333333333,1,20,2,1,2,0,0.3333333333333333,1.0,0.5,0,2,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.13333333333333333,1,11,2,12,0.05263157894736842,1.0,0.1,1,18,0,0.1111111111111111,1.0,0.19999999999999998,1,8,0,1.0,0,{},True,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,9010,False,False,32012L0027_o3-mini-2025-01-31_zero-shot_20250410_230024.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,o3-mini-2025-01-31,few-shot,True,0,0.2857142857142857,0.5454545454545454,0.37499999999999994,6,15,5,3,0,0,1.0,1.0,1.0,0,2,0,0.0,0.0,0.0,1,1,0,0.5,1.0,0.6666666666666666,2,5,1,0.2857142857142857,0.6666666666666666,0.4,0,0,0,0.0,0.0,0.0,0,7,4,0.0,0.0,0.0,0.5833333333333334,0.7777777777777778,0.6666666666666666,7,5,2,12,0.42105263157894735,0.6666666666666666,0.5161290322580646,8,11,4,0.3333333333333333,0.5,0.4,3,6,3,1.0,0,{},True,22,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,1.0,22,2035,False,False,32012L0027_o3-mini-2025-01-31_few-shot_20250410_230103.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,o3-mini-2025-01-31,one-shot,True,0,0.23809523809523808,0.5,0.3225806451612903,5,16,5,3,0,0,1.0,1.0,1.0,0,2,0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,2,5,0,0.2857142857142857,1.0,0.4444444444444445,0,0,1,0.0,0.0,0.0,0,7,4,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715,6,6,3,12,0.3684210526315789,0.6363636363636364,0.4666666666666667,7,12,4,0.3333333333333333,0.5,0.4,3,6,3,1.0,0,{},True,21,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,21,1668,False,False,32012L0027_o3-mini-2025-01-31_one-shot_20250410_230044.ttl,File not generated or found,
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,deepseek-coder-v2:16b,zero-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,deepseek-coder-v2:16b,few-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32012L0027_Title_0_Chapter_3_Section_0_Article_14,deepseek-coder-v2:16b,one-shot,False,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,False,False,,File not generated or found,
EU_32009L0028_Title_0_Chapter_0_Section_0_Article_04,ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr,zero-shot,True,0,0.5909090909090909,0.9285714285714286,0.7222222222222223,13,9,1,3,0,0,1.0,1.0,1.0,1,2,0,0.3333333333333333,1.0,0.5,2,1,0,0.6666666666666666,1.0,0.8,4,2,0,0.6666666666666666,1.0,0.8,0,0,0,0.0,0.0,0.0,3,4,1,0.42857142857142855,0.75,0.5454545454545454,0.8571428571428571,1.0,0.923076923076923,12,2,0,14,0.5714285714285714,0.9230769230769231,0.7058823529411765,12,9,1,0.5555555555555556,0.8333333333333334,0.6666666666666667,5,4,1,1.0,0,{},True,26,0.3333333333333333,1.0,0.5,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,26,1749,False,False,32009L0028_ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr_zero-shot_20250420_232519.ttl,File not generated or found,
EU_32009L0028_Title_0_Chapter_0_Section_0_Article_04,ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr,few-shot,True,0,0.6363636363636364,0.7,0.6666666666666666,14,8,6,3,0,0,1.0,1.0,1.0,1,2,0,0.3333333333333333,1.0,0.5,2,1,0,0.6666666666666666,1.0,0.8,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,0.0,0.0,0.0,3,4,5,0.42857142857142855,0.375,0.39999999999999997,0.8571428571428571,1.0,0.923076923076923,12,2,0,14,0.6666666666666666,0.7777777777777778,0.717948717948718,14,7,4,0.7777777777777778,0.7,0.7368421052631577,7,2,3,1.0,0,{},True,44,0.3333333333333333,1.0,0.5,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,44,2878,False,False,32009L0028_ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr_few-shot_20250420_232546.ttl,File not generated or found,
EU_32009L0028_Title_0_Chapter_0_Section_0_Article_04,ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr,one-shot,True,0,0.6363636363636364,0.7777777777777778,0.7000000000000001,14,8,4,3,0,0,1.0,1.0,1.0,1,2,0,0.3333333333333333,1.0,0.5,2,1,0,0.6666666666666666,1.0,0.8,5,1,0,0.8333333333333334,1.0,0.9090909090909091,0,0,0,0.0,0.0,0.0,3,4,4,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8571428571428571,1.0,0.923076923076923,12,2,0,14,0.6666666666666666,0.875,0.7567567567567567,14,7,2,0.7777777777777778,0.7777777777777778,0.7777777777777778,7,2,2,1.0,0,{},True,39,0.3333333333333333,1.0,0.5,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,39,2576,False,False,32009L0028_ft:gpt-4o-mini-2024-07-18:pd-berater-der-ffentlichen-hand:polianna-turtle:BOPrF1gr_one-shot_20250420_232532.ttl,File not generated or found,
EU_32009L0028_Title_0_Chapter_0_Section_0_Article_04,gpt-4o-2024-08-06,zero-shot,True,0,0.4090909090909091,0.5,0.45,9,13,9,1,2,1,0.3333333333333333,0.5,0.4,1,2,0,0.3333333333333333,1.0,0.5,3,0,0,1.0,1.0,1.0,4,2,1,0.6666666666666666,0.8,0.7272727272727272,0,0,7,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.9285714285714286,0.8125,0.8666666666666666,13,1,3,14,0.42857142857142855,0.8181818181818182,0.5625,9,12,2,0.1111111111111111,1.0,0.19999999999999998,1,8,0,1.0,0,{},True,21,0.3333333333333333,1.0,0.5,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,21,1389,False,False,32009L0028_gpt-4o-2024-08-06_zero-shot_20250409_111649.ttl,File not generated or found,
